order_id,user_id,order_value,order_date,payment_method,delivery_status
OC001988,C000677,925.29,2025-11-17,prepaid,delivered
OC001989,C000677,875.28,2025-12-03,prepaid,delivered
OC001990,C000677,419.69,2025-12-27,COD,delivered
OC001991,C000677,1459.76,2026-01-07,COD,refused
OC001992,C000677,591.69,2026-02-03,COD,delivered
OC001993,C000678,683.62,2026-08-26,COD,delivered
OC001994,C000679,417.55,2025-12-05,prepaid,delivered
OC001995,C000679,99.0,2025-12-12,prepaid,delivered
OC001996,C000679,514.73,2025-12-17,COD,delivered
OC001997,C000679,903.02,2026-01-07,prepaid,delivered
OC001998,C000680,466.74,2025-09-10,COD,delivered
OC001999,C000683,482.8,2026-05-29,prepaid,delivered
OC002000,C000683,99.0,2026-06-17,prepaid,delivered
OC002001,C000683,1149.25,2026-06-23,COD,delivered
OC002002,C000684,1242.01,2026-08-07,COD,delivered
OC002003,C000686,789.52,2026-05-29,prepaid,delivered
OC002004,C000686,1526.93,2026-06-15,COD,refused
OC002005,C000687,824.1,2026-02-09,prepaid,delivered
OC002006,C000687,489.68,2026-02-26,prepaid,delivered
OC002007,C000687,1142.48,2026-03-25,COD,delivered
OC002008,C000688,539.7,2025-12-09,prepaid,delivered
OC002009,C000688,815.65,2026-01-02,prepaid,delivered
OC002010,C000689,681.21,2026-04-08,prepaid,delivered
OC002011,C000689,99.0,2026-04-24,prepaid,delivered
OC002012,C000689,883.17,2026-04-29,COD,delivered
OC002013,C000690,671.3,2025-12-25,prepaid,delivered
OC002014,C000690,1258.92,2026-01-09,prepaid,delivered
OC002015,C000690,1116.95,2026-02-09,COD,delivered
OC002016,C000690,282.3,2026-07-04,prepaid,delivered
OC002017,C000691,572.29,2026-08-17,prepaid,delivered
OC002018,C000692,438.92,2026-04-18,prepaid,delivered
OC002019,C000692,502.19,2026-04-23,COD,delivered
OC002020,C000693,406.5,2025-11-19,COD,delivered
OC002021,C000694,762.78,2025-10-27,prepaid,delivered
OC002022,C000694,1286.43,2025-10-31,prepaid,delivered
OC002023,C000694,670.2,2025-11-28,prepaid,delivered
OC002024,C000695,865.72,2026-07-17,prepaid,delivered
OC002025,C000695,1729.94,2026-07-28,COD,delivered
OC002026,C000695,982.57,2026-08-11,prepaid,delivered
OC002027,C000696,782.03,2025-09-13,COD,refused
OC002028,C000697,1377.76,2026-05-02,prepaid,delivered
OC002029,C000698,550.96,2026-06-12,prepaid,delivered
OC002030,C000698,539.39,2026-06-23,prepaid,delivered
OC002031,C000698,392.57,2026-07-15,prepaid,delivered
OC002032,C000698,914.72,2026-08-01,prepaid,delivered
OC002033,C000699,1062.68,2025-10-01,prepaid,delivered
OC002034,C000700,1088.14,2026-02-28,prepaid,delivered
OC002035,C000701,720.49,2026-04-13,prepaid,delivered
OC002036,C000702,894.93,2026-04-19,COD,delivered
OC002037,C000702,936.33,2026-05-14,COD,delivered
OC002038,C000702,133.38,2026-06-16,COD,delivered
OC002039,C000703,1086.29,2026-05-10,prepaid,delivered
OC002040,C000704,927.88,2025-12-14,COD,delivered
OC002041,C000704,365.33,2026-01-16,prepaid,delivered
OC002042,C000705,344.11,2025-12-09,COD,delivered
OC002043,C000705,651.85,2025-12-23,prepaid,delivered
OC002044,C000705,387.79,2026-01-09,COD,delivered
OC002045,C000706,968.6,2025-12-13,prepaid,delivered
OC002046,C000706,323.83,2025-12-17,COD,delivered
OC002047,C000706,590.08,2026-02-16,prepaid,delivered
OC002048,C000707,540.54,2025-12-03,prepaid,delivered
OC002049,C000707,870.62,2025-12-12,prepaid,delivered
OC002050,C000708,1282.33,2026-04-07,prepaid,delivered
OC002051,C000708,692.33,2026-04-21,prepaid,delivered
OC002052,C000709,1024.77,2026-03-12,COD,delivered
OC002053,C000709,193.86,2026-03-31,prepaid,delivered
OC002054,C000709,542.72,2026-04-25,prepaid,delivered
OC002055,C000710,99.0,2025-12-21,prepaid,delivered
OC002056,C000710,99.0,2026-01-26,prepaid,delivered
OC002057,C000710,812.4,2026-02-15,prepaid,delivered
OC002058,C000710,776.75,2026-05-03,COD,delivered
OC002059,C000711,304.51,2026-02-03,prepaid,delivered
OC002060,C000711,835.11,2026-02-07,prepaid,delivered
OC002061,C000711,1153.9,2026-02-15,COD,delivered
OC002062,C000711,853.16,2026-03-13,COD,delivered
OC002063,C000711,798.46,2026-05-09,prepaid,delivered
OC002064,C000711,963.49,2026-05-30,COD,delivered
OC002065,C000712,998.45,2026-07-02,prepaid,delivered
OC002066,C000712,224.18,2026-08-04,prepaid,delivered
OC002067,C000713,376.32,2026-03-21,prepaid,delivered
OC002068,C000713,751.83,2026-04-14,prepaid,delivered
OC002069,C000713,103.02,2026-05-15,prepaid,delivered
OC002070,C000713,856.74,2026-05-17,prepaid,delivered
OC002071,C000713,99.0,2026-07-06,prepaid,delivered
OC002072,C000713,886.35,2026-07-27,prepaid,delivered
OC002073,C000714,514.14,2026-07-22,COD,delivered
OC002074,C000714,99.0,2026-08-01,prepaid,delivered
OC002075,C000714,151.38,2026-08-13,COD,delivered
OC002076,C000715,657.1,2026-08-17,prepaid,delivered
OC002077,C000718,607.1,2026-06-14,prepaid,delivered
OC002078,C000719,1272.85,2025-12-20,prepaid,delivered
OC002079,C000719,254.77,2026-02-20,prepaid,delivered
OC002080,C000720,606.02,2025-12-03,COD,delivered
OC002081,C000720,718.75,2025-12-21,prepaid,delivered
OC002082,C000721,99.0,2026-07-10,prepaid,delivered
OC002083,C000721,1005.53,2026-07-15,prepaid,delivered
OC002084,C000722,1568.32,2025-09-24,prepaid,delivered
OC002085,C000722,99.0,2025-12-18,prepaid,delivered
OC002086,C000723,569.86,2026-03-05,prepaid,delivered
OC002087,C000723,553.68,2026-03-19,COD,delivered
OC002088,C000723,915.81,2026-04-12,prepaid,delivered
OC002089,C000723,149.95,2026-04-25,COD,delivered
OC002090,C000723,579.42,2026-07-09,COD,delivered
OC002091,C000724,622.48,2026-05-29,prepaid,delivered
OC002092,C000724,99.0,2026-06-28,prepaid,delivered
OC002093,C000724,622.77,2026-07-10,prepaid,delivered
OC002094,C000725,1544.28,2026-02-26,prepaid,delivered
OC002095,C000725,480.31,2026-03-02,prepaid,delivered
OC002096,C000725,796.91,2026-03-24,COD,delivered
OC002097,C000725,650.72,2026-03-31,prepaid,delivered
OC002098,C000725,629.84,2026-04-18,COD,delivered
OC002099,C000725,624.11,2026-05-13,COD,delivered
OC002100,C000726,293.94,2026-06-09,prepaid,delivered
OC002101,C000726,99.0,2026-06-23,prepaid,delivered
OC002102,C000726,558.76,2026-07-07,prepaid,delivered
OC002103,C000727,747.28,2026-06-21,prepaid,delivered
OC002104,C000727,141.48,2026-06-23,prepaid,delivered
OC002105,C000727,456.31,2026-06-25,COD,delivered
OC002106,C000728,918.05,2026-06-16,prepaid,delivered
OC002107,C000728,438.46,2026-06-21,prepaid,delivered
OC002108,C000728,928.19,2026-07-02,COD,refused
OC002109,C000728,642.29,2026-07-04,prepaid,delivered
OC002110,C000728,471.93,2026-07-08,prepaid,delivered
OC002111,C000729,805.74,2026-05-20,COD,delivered
OC002112,C000729,104.05,2026-05-29,prepaid,delivered
OC002113,C000729,1038.03,2026-06-14,prepaid,delivered
OC002114,C000729,99.0,2026-07-06,prepaid,delivered
OC002115,C000730,790.19,2026-02-12,COD,delivered
OC002116,C000730,461.77,2026-04-01,prepaid,delivered
OC002117,C000730,786.6,2026-05-10,prepaid,delivered
OC002118,C000731,99.0,2026-02-05,prepaid,delivered
OC002119,C000731,725.01,2026-02-24,COD,refused
OC002120,C000733,751.38,2026-03-22,prepaid,delivered
OC002121,C000733,213.78,2026-04-07,prepaid,delivered
OC002122,C000733,1197.61,2026-05-12,prepaid,delivered
OC002123,C000733,1138.49,2026-07-09,prepaid,delivered
OC002124,C000734,209.51,2026-05-12,prepaid,delivered
OC002125,C000734,1039.43,2026-05-19,COD,delivered
OC002126,C000735,663.23,2026-02-03,prepaid,delivered
OC002127,C000735,450.75,2026-02-11,prepaid,delivered
OC002128,C000735,681.57,2026-03-12,COD,delivered
OC002129,C000735,1154.32,2026-05-18,prepaid,delivered
OC002130,C000735,825.93,2026-05-20,COD,delivered
OC002131,C000735,568.99,2026-06-21,COD,delivered
OC002132,C000735,1288.88,2026-07-26,prepaid,delivered
OC002133,C000735,99.0,2026-08-19,prepaid,delivered
OC002134,C000736,984.2,2025-11-22,prepaid,delivered
OC002135,C000736,99.0,2025-12-03,COD,delivered
OC002136,C000736,1194.5,2025-12-13,prepaid,delivered
OC002137,C000736,1174.85,2026-02-08,prepaid,delivered
OC002138,C000737,486.16,2026-02-07,COD,delivered
OC002139,C000737,799.36,2026-02-16,COD,delivered
OC002140,C000737,769.25,2026-03-02,prepaid,delivered
OC002141,C000738,611.91,2026-03-13,COD,delivered
OC002142,C000738,683.61,2026-03-20,prepaid,delivered
OC002143,C000738,633.18,2026-04-03,prepaid,delivered
OC002144,C000738,503.46,2026-04-07,prepaid,delivered
OC002145,C000738,610.53,2026-06-04,prepaid,delivered
OC002146,C000739,1344.93,2025-09-15,COD,delivered
OC002147,C000740,339.66,2026-06-02,prepaid,delivered
OC002148,C000740,591.47,2026-06-13,prepaid,delivered
OC002149,C000740,808.05,2026-07-21,COD,delivered
OC002150,C000740,1177.45,2026-08-19,prepaid,delivered
OC002151,C000741,727.64,2026-01-20,prepaid,delivered
OC002152,C000741,913.17,2026-01-31,prepaid,delivered
OC002153,C000741,913.1,2026-02-21,prepaid,delivered
OC002154,C000743,277.81,2026-01-25,prepaid,delivered
OC002155,C000743,618.55,2026-02-12,prepaid,delivered
OC002156,C000744,666.86,2025-11-26,prepaid,delivered
OC002157,C000744,1035.21,2025-12-04,prepaid,delivered
OC002158,C000744,1258.82,2026-01-12,COD,delivered
OC002159,C000745,439.81,2026-05-09,prepaid,delivered
OC002160,C000745,905.81,2026-05-24,prepaid,delivered
OC002161,C000745,592.99,2026-05-29,prepaid,delivered
OC002162,C000745,573.87,2026-08-20,prepaid,delivered
OC002163,C000747,634.58,2025-10-06,prepaid,delivered
OC002164,C000747,640.05,2025-12-27,COD,delivered
OC002165,C000748,1197.53,2025-11-30,prepaid,delivered
OC002166,C000748,1561.03,2025-12-29,prepaid,delivered
OC002167,C000748,330.9,2026-01-19,COD,delivered
OC002168,C000749,652.21,2026-02-09,prepaid,delivered
OC002169,C000750,1477.77,2026-02-08,prepaid,delivered
OC002170,C000750,712.15,2026-03-17,prepaid,delivered
OC002171,C000751,427.31,2026-03-22,prepaid,delivered
OC002172,C000752,311.78,2025-10-27,prepaid,delivered
OC002173,C000752,1088.71,2025-11-04,COD,delivered
OC002174,C000753,727.58,2026-08-07,prepaid,delivered
OC002175,C000753,561.2,2026-08-15,prepaid,delivered
OC002176,C000754,99.0,2026-06-04,prepaid,delivered
OC002177,C000754,117.5,2026-07-31,prepaid,delivered
OC002178,C000755,676.56,2025-10-16,prepaid,delivered
OC002179,C000755,172.84,2025-11-16,prepaid,delivered
OC002180,C000756,501.58,2026-04-30,COD,delivered
OC002181,C000757,809.58,2026-02-15,prepaid,delivered
OC002182,C000757,582.35,2026-02-20,prepaid,delivered
OC002183,C000757,961.69,2026-02-23,prepaid,delivered
OC002184,C000757,1080.49,2026-03-01,COD,delivered
OC002185,C000758,99.0,2026-08-06,COD,refused
OC002186,C000759,488.7,2026-08-22,prepaid,delivered
OC002187,C000760,423.32,2026-03-20,COD,delivered
OC002188,C000761,224.24,2026-01-13,COD,delivered
OC002189,C000761,455.51,2026-04-27,prepaid,delivered
OC002190,C000761,794.78,2026-06-03,COD,delivered
OC002191,C000761,953.42,2026-06-22,prepaid,delivered
OC002192,C000762,792.5,2025-09-24,COD,delivered
OC002193,C000762,99.86,2025-10-07,COD,delivered
OC002194,C000762,958.69,2025-11-04,COD,delivered
OC002195,C000763,131.71,2025-12-15,prepaid,delivered
OC002196,C000763,891.73,2026-01-05,prepaid,delivered
OC002197,C000765,1056.3,2025-10-09,COD,delivered
OC002198,C000765,695.41,2025-11-25,prepaid,delivered
OC002199,C000765,452.17,2025-12-05,prepaid,delivered
OC002200,C000765,99.0,2025-12-09,prepaid,delivered
OC002201,C000766,613.74,2025-12-25,prepaid,delivered
OC002202,C000767,99.0,2026-07-13,COD,delivered
OC002203,C000767,731.89,2026-08-14,prepaid,delivered
OC002204,C000768,886.25,2026-03-05,prepaid,delivered
OC002205,C000769,864.96,2026-02-03,COD,delivered
OC002206,C000769,431.19,2026-02-25,prepaid,delivered
OC002207,C000769,617.42,2026-04-11,prepaid,delivered
OC002208,C000769,786.05,2026-05-20,prepaid,delivered
OC002209,C000769,807.72,2026-05-24,COD,delivered
OC002210,C000770,987.24,2025-11-04,prepaid,delivered
OC002211,C000770,1040.36,2026-01-07,prepaid,delivered
OC002212,C000771,670.28,2025-11-25,prepaid,delivered
OC002213,C000771,780.44,2025-12-17,prepaid,delivered
OC002214,C000772,674.53,2026-04-22,COD,refused
OC002215,C000773,1045.12,2026-02-27,prepaid,delivered
OC002216,C000773,99.0,2026-03-13,COD,delivered
OC002217,C000773,791.36,2026-03-30,COD,delivered
OC002218,C000774,347.91,2026-07-25,prepaid,delivered
OC002219,C000775,147.71,2026-08-19,prepaid,delivered
OC002220,C000775,800.21,2026-08-25,prepaid,delivered
OC002221,C000776,1050.39,2026-04-01,prepaid,delivered
OC002222,C000776,572.98,2026-04-21,prepaid,delivered
OC002223,C000776,1255.33,2026-04-24,prepaid,delivered
OC002224,C000777,1385.98,2025-12-21,prepaid,delivered
OC002225,C000777,842.97,2026-01-22,prepaid,delivered
OC002226,C000778,1108.73,2026-01-26,prepaid,delivered
OC002227,C000778,749.74,2026-03-08,prepaid,delivered
OC002228,C000778,99.0,2026-03-17,prepaid,delivered
OC002229,C000778,100.11,2026-04-26,prepaid,delivered
OC002230,C000779,1279.01,2026-08-01,prepaid,delivered
OC002231,C000779,1027.17,2026-08-07,COD,refused
OC002232,C000780,477.0,2026-03-31,prepaid,delivered
OC002233,C000780,492.94,2026-05-01,COD,delivered
OC002234,C000780,281.99,2026-05-04,prepaid,delivered
OC002235,C000781,1335.35,2026-06-22,prepaid,delivered
OC002236,C000781,848.11,2026-06-30,COD,delivered
OC002237,C000781,1513.16,2026-08-13,COD,delivered
OC002238,C000781,362.07,2026-08-20,prepaid,delivered
OC002239,C000782,99.0,2025-10-25,COD,delivered
OC002240,C000782,1480.11,2025-11-17,prepaid,delivered
OC002241,C000782,885.86,2026-01-09,prepaid,delivered
OC002242,C000783,481.6,2026-04-25,COD,delivered
OC002243,C000783,820.78,2026-06-18,prepaid,delivered
OC002244,C000784,159.68,2026-02-10,prepaid,delivered
OC002245,C000784,482.83,2026-02-14,COD,delivered
OC002246,C000784,1431.05,2026-04-29,prepaid,delivered
OC002247,C000784,960.84,2026-06-13,prepaid,delivered
OC002248,C000785,673.25,2026-08-04,prepaid,delivered
OC002249,C000785,575.26,2026-08-17,COD,delivered
OC002250,C000786,985.74,2026-04-20,COD,delivered
OC002251,C000787,603.38,2026-06-17,prepaid,delivered
OC002252,C000787,922.5,2026-07-14,prepaid,delivered
OC002253,C000788,1107.51,2026-01-02,prepaid,delivered
OC002254,C000788,99.0,2026-02-24,COD,delivered
OC002255,C000789,1051.15,2026-07-23,COD,delivered
OC002256,C000790,466.42,2026-01-26,COD,delivered
OC002257,C000790,531.53,2026-01-30,prepaid,delivered
OC002258,C000790,296.27,2026-02-03,COD,delivered
OC002259,C000790,861.0,2026-06-23,prepaid,delivered
OC002260,C000790,1080.34,2026-07-05,prepaid,delivered
OC002261,C000791,789.96,2026-05-29,prepaid,delivered
OC002262,C000792,871.88,2026-06-16,prepaid,delivered
OC002263,C000792,382.96,2026-08-17,COD,delivered
OC002264,C000793,748.79,2025-12-20,COD,delivered
OC002265,C000793,798.64,2026-01-08,COD,delivered
OC002266,C000794,1224.11,2026-04-12,COD,delivered
OC002267,C000796,727.2,2026-02-03,prepaid,delivered
OC002268,C000796,1033.87,2026-04-22,prepaid,delivered
OC002269,C000796,670.21,2026-06-08,prepaid,delivered
OC002270,C000796,656.96,2026-06-26,prepaid,delivered
OC002271,C000796,740.78,2026-07-05,prepaid,delivered
OC002272,C000798,859.43,2025-10-25,prepaid,delivered
OC002273,C000798,99.0,2025-10-30,COD,delivered
OC002274,C000798,563.77,2025-11-07,prepaid,delivered
OC002275,C000798,847.36,2025-11-27,COD,delivered
OC002276,C000800,630.83,2026-01-24,COD,delivered
OC002277,C000802,220.34,2026-04-18,prepaid,delivered
OC002278,C000802,130.94,2026-04-25,prepaid,delivered
OC002279,C000803,884.09,2026-02-22,COD,delivered
OC002280,C000803,421.53,2026-03-31,prepaid,delivered
OC002281,C000803,152.82,2026-04-06,prepaid,delivered
OC002282,C000804,1408.57,2025-09-23,COD,delivered
OC002283,C000804,262.23,2025-10-16,COD,delivered
OC002284,C000805,679.45,2026-06-03,prepaid,delivered
OC002285,C000805,431.19,2026-07-01,prepaid,delivered
OC002286,C000806,508.84,2026-03-10,prepaid,delivered
OC002287,C000806,227.03,2026-04-10,COD,refused
OC002288,C000807,828.29,2026-07-24,prepaid,delivered
OC002289,C000807,696.34,2026-07-31,prepaid,delivered
OC002290,C000807,796.75,2026-08-23,COD,delivered
OC002291,C000809,296.39,2026-08-16,prepaid,delivered
OC002292,C000809,731.14,2026-08-20,COD,delivered
OC002293,C000809,1193.52,2026-08-22,prepaid,delivered
OC002294,C000810,1204.5,2026-04-28,prepaid,delivered
OC002295,C000811,231.65,2026-08-17,COD,delivered
OC002296,C000812,315.81,2025-12-22,prepaid,delivered
OC002297,C000812,260.55,2026-07-31,COD,delivered
OC002298,C000814,1467.09,2026-03-25,prepaid,delivered
OC002299,C000814,1108.99,2026-04-09,COD,delivered
OC002300,C000817,654.62,2025-10-24,COD,delivered
OC002301,C000817,1046.25,2025-11-23,prepaid,delivered
OC002302,C000817,1174.06,2025-12-01,prepaid,delivered
OC002303,C000817,466.21,2026-02-26,prepaid,delivered
OC002304,C000818,367.33,2025-11-14,COD,delivered
OC002305,C000818,622.51,2026-02-14,prepaid,delivered
OC002306,C000821,601.21,2026-03-08,prepaid,delivered
OC002307,C000821,458.01,2026-05-21,prepaid,delivered
OC002308,C000822,1121.89,2025-10-04,prepaid,delivered
OC002309,C000822,124.71,2025-10-08,prepaid,delivered
OC002310,C000822,953.19,2025-11-22,COD,refused
OC002311,C000823,1077.0,2025-10-23,COD,delivered
OC002312,C000823,803.29,2025-11-09,prepaid,delivered
OC002313,C000824,836.84,2026-07-15,prepaid,delivered
OC002314,C000825,1028.13,2025-12-05,COD,refused
OC002315,C000825,1264.63,2025-12-15,prepaid,delivered
OC002316,C000825,894.25,2026-01-06,COD,delivered
OC002317,C000825,1403.42,2026-01-21,prepaid,delivered
OC002318,C000826,1123.42,2026-01-14,prepaid,delivered
OC002319,C000826,910.34,2026-01-17,COD,delivered
OC002320,C000826,1019.61,2026-01-23,prepaid,delivered
OC002321,C000827,1098.81,2025-10-13,COD,delivered
OC002322,C000827,1399.43,2025-10-17,prepaid,delivered
OC002323,C000827,513.44,2025-11-03,prepaid,delivered
OC002324,C000827,732.67,2025-12-29,prepaid,delivered
OC002325,C000827,509.68,2026-02-18,COD,delivered
OC002326,C000827,570.23,2026-04-21,prepaid,delivered
OC002327,C000827,431.73,2026-06-26,COD,delivered
OC002328,C000827,195.23,2026-07-11,COD,refused
OC002329,C000827,941.82,2026-07-22,prepaid,delivered
OC002330,C000828,1657.84,2026-03-25,COD,delivered
OC002331,C000828,1000.19,2026-04-06,prepaid,delivered
OC002332,C000828,879.45,2026-05-27,prepaid,delivered
OC002333,C000828,426.21,2026-06-19,prepaid,delivered
OC002334,C000830,300.29,2026-08-18,prepaid,delivered
OC002335,C000831,212.15,2025-11-30,COD,refused
OC002336,C000831,587.78,2025-12-12,prepaid,delivered
OC002337,C000831,283.03,2025-12-26,prepaid,delivered
OC002338,C000831,526.82,2025-12-29,prepaid,delivered
OC002339,C000832,584.78,2026-06-27,prepaid,delivered
OC002340,C000832,464.55,2026-08-07,prepaid,delivered
OC002341,C000833,794.8,2025-09-14,prepaid,delivered
OC002342,C000833,99.0,2025-10-03,COD,delivered
OC002343,C000834,114.42,2025-10-28,prepaid,delivered
OC002344,C000834,773.68,2025-11-02,prepaid,delivered
OC002345,C000834,670.83,2025-11-21,prepaid,delivered
OC002346,C000834,214.36,2025-12-08,prepaid,delivered
OC002347,C000834,1647.48,2025-12-11,prepaid,delivered
OC002348,C000834,1167.68,2025-12-21,COD,delivered
OC002349,C000834,99.0,2026-01-09,prepaid,delivered
OC002350,C000835,927.59,2026-03-02,prepaid,delivered
OC002351,C000836,1156.48,2026-08-21,prepaid,delivered
OC002352,C000837,395.37,2026-02-04,prepaid,delivered
OC002353,C000837,1181.77,2026-03-04,prepaid,delivered
OC002354,C000838,99.0,2026-05-14,prepaid,delivered
OC002355,C000838,945.98,2026-05-22,prepaid,delivered
OC002356,C000839,662.4,2025-10-11,prepaid,delivered
OC002357,C000839,1459.82,2025-10-18,COD,delivered
OC002358,C000840,599.89,2026-02-02,prepaid,delivered
OC002359,C000840,648.59,2026-02-13,prepaid,delivered
OC002360,C000840,1518.78,2026-04-05,COD,delivered
OC002361,C000840,1079.72,2026-06-05,COD,delivered
OC002362,C000841,99.0,2026-08-08,prepaid,delivered
OC002363,C000843,536.64,2026-08-13,prepaid,delivered
OC002364,C000844,126.12,2026-08-12,prepaid,delivered
OC002365,C000845,193.76,2025-10-01,prepaid,delivered
OC002366,C000845,1260.2,2025-10-11,prepaid,delivered
OC002367,C000846,99.0,2026-03-29,prepaid,delivered
OC002368,C000846,1266.36,2026-04-06,prepaid,delivered
OC002369,C000847,827.62,2026-01-22,prepaid,delivered
OC002370,C000849,271.86,2026-03-31,COD,delivered
OC002371,C000849,645.58,2026-04-08,COD,refused
OC002372,C000850,1193.49,2025-10-18,COD,delivered
OC002373,C000850,99.0,2025-11-12,prepaid,delivered
OC002374,C000851,722.87,2026-06-07,COD,delivered
OC002375,C000851,743.12,2026-07-30,prepaid,delivered
OC002376,C000853,1083.66,2025-10-14,COD,delivered
OC002377,C000853,543.6,2025-10-17,prepaid,delivered
OC002378,C000853,858.43,2025-10-20,prepaid,delivered
OC002379,C000854,99.0,2026-02-16,COD,delivered
OC002380,C000855,765.99,2026-04-09,prepaid,delivered
OC002381,C000855,226.82,2026-05-06,prepaid,delivered
OC002382,C000856,559.05,2025-12-03,prepaid,delivered
OC002383,C000856,445.58,2025-12-14,prepaid,delivered
OC002384,C000856,1156.24,2025-12-30,prepaid,delivered
OC002385,C000858,241.45,2026-05-01,prepaid,delivered
OC002386,C000858,751.42,2026-06-03,COD,delivered
OC002387,C000859,99.0,2026-02-11,prepaid,delivered
OC002388,C000859,899.98,2026-03-05,prepaid,delivered
OC002389,C000859,1059.46,2026-04-06,prepaid,delivered
OC002390,C000859,346.01,2026-05-04,COD,delivered
OC002391,C000859,832.03,2026-05-10,COD,delivered
OC002392,C000860,573.77,2025-11-05,prepaid,delivered
OC002393,C000860,527.05,2025-12-19,COD,delivered
OC002394,C000860,296.42,2025-12-24,COD,delivered
OC002395,C000860,780.13,2026-03-24,prepaid,delivered
OC002396,C000860,667.03,2026-06-03,prepaid,delivered
OC002397,C000861,99.0,2026-08-22,prepaid,delivered
OC002398,C000862,1203.49,2026-08-19,COD,delivered
OC002399,C000863,440.86,2025-09-16,prepaid,delivered
OC002400,C000863,774.68,2025-10-11,prepaid,delivered
OC002401,C000863,1108.7,2025-10-21,prepaid,delivered
OC002402,C000863,251.52,2026-01-07,prepaid,delivered
OC002403,C000864,479.49,2025-11-12,COD,delivered
OC002404,C000864,642.62,2025-11-22,prepaid,delivered
OC002405,C000864,572.65,2025-12-01,COD,delivered
OC002406,C000865,1021.35,2026-05-02,prepaid,delivered
OC002407,C000865,564.59,2026-05-09,prepaid,delivered
OC002408,C000865,462.39,2026-06-06,prepaid,delivered
OC002409,C000865,584.93,2026-06-27,prepaid,delivered
OC002410,C000866,656.54,2026-05-27,prepaid,delivered
OC002411,C000866,1163.48,2026-06-13,prepaid,delivered
OC002412,C000866,625.32,2026-06-20,COD,refused
OC002413,C000866,1120.1,2026-08-19,prepaid,delivered
OC002414,C000867,1038.72,2026-01-10,prepaid,delivered
OC002415,C000867,1156.14,2026-02-13,COD,delivered
OC002416,C000867,1354.05,2026-03-05,prepaid,delivered
OC002417,C000868,99.0,2026-01-01,prepaid,delivered
OC002418,C000868,407.96,2026-02-01,prepaid,delivered
OC002419,C000868,1058.4,2026-02-18,prepaid,delivered
OC002420,C000868,446.87,2026-02-23,COD,delivered
OC002421,C000869,567.16,2025-11-02,prepaid,delivered
OC002422,C000869,868.5,2025-11-08,prepaid,delivered
OC002423,C000870,828.05,2026-01-08,COD,delivered
OC002424,C000870,1126.29,2026-01-11,COD,delivered
OC002425,C000870,905.09,2026-03-03,prepaid,delivered
OC002426,C000871,1022.52,2026-06-29,prepaid,delivered
OC002427,C000871,729.81,2026-08-02,COD,refused
OC002428,C000871,262.03,2026-08-15,COD,refused
OC002429,C000872,866.75,2026-06-22,prepaid,delivered
OC002430,C000872,576.04,2026-07-04,prepaid,delivered
OC002431,C000872,350.77,2026-07-25,prepaid,delivered
OC002432,C000873,256.43,2026-03-21,prepaid,delivered
OC002433,C000874,931.28,2026-03-15,COD,delivered
OC002434,C000876,842.08,2026-01-16,COD,delivered
OC002435,C000876,1255.94,2026-01-22,prepaid,delivered
OC002436,C000876,689.38,2026-03-10,prepaid,delivered
OC002437,C000876,514.72,2026-03-31,prepaid,delivered
OC002438,C000876,831.69,2026-04-23,COD,delivered
OC002439,C000876,1469.52,2026-06-17,COD,delivered
OC002440,C000876,891.2,2026-08-11,prepaid,delivered
OC002441,C000877,590.61,2025-12-18,COD,delivered
OC002442,C000878,109.62,2026-04-09,prepaid,delivered
OC002443,C000878,796.15,2026-06-26,prepaid,delivered
OC002444,C000878,1154.49,2026-08-13,prepaid,delivered
OC002445,C000878,465.28,2026-08-25,COD,delivered
OC002446,C000879,618.99,2026-05-26,prepaid,delivered
OC002447,C000880,903.9,2025-10-26,COD,delivered
OC002448,C000882,480.56,2026-04-03,prepaid,delivered
OC002449,C000882,1194.97,2026-04-06,prepaid,delivered
OC002450,C000884,495.4,2025-10-02,prepaid,delivered
OC002451,C000884,483.17,2025-10-20,prepaid,delivered
OC002452,C000884,861.1,2025-10-24,COD,delivered
OC002453,C000884,655.17,2025-11-08,prepaid,delivered
OC002454,C000886,699.01,2026-08-23,prepaid,delivered
OC002455,C000888,488.97,2026-06-27,COD,delivered
OC002456,C000888,920.66,2026-07-11,prepaid,delivered
OC002457,C000889,737.46,2025-12-18,COD,delivered
OC002458,C000889,439.4,2026-02-01,COD,delivered
OC002459,C000891,549.03,2025-12-07,prepaid,delivered
OC002460,C000891,823.43,2025-12-31,COD,delivered
OC002461,C000891,1297.7,2026-01-07,COD,delivered
OC002462,C000892,154.81,2025-10-22,prepaid,delivered
OC002463,C000893,764.05,2026-02-01,prepaid,delivered
OC002464,C000893,675.14,2026-04-05,prepaid,delivered
OC002465,C000893,679.31,2026-04-22,prepaid,delivered
OC002466,C000894,126.51,2025-12-17,prepaid,delivered
OC002467,C000894,975.0,2026-01-13,prepaid,delivered
OC002468,C000894,99.0,2026-01-27,COD,delivered
OC002469,C000895,1354.37,2026-02-06,prepaid,delivered
OC002470,C000895,99.0,2026-03-15,COD,delivered
OC002471,C000895,497.71,2026-04-11,prepaid,delivered
OC002472,C000895,1038.51,2026-05-09,prepaid,delivered
OC002473,C000896,589.56,2025-10-22,prepaid,delivered
OC002474,C000896,958.09,2025-11-09,prepaid,delivered
OC002475,C000896,664.86,2025-11-21,prepaid,delivered
OC002476,C000897,620.38,2026-06-21,prepaid,delivered
