referral_id,referrer_user_id,referred_user_id,bonus_amount,bonus_status,claim_date
RF001030,U007138,U006351,263.8,paid,2025-09-27
RF001031,U003022,U003428,175.74,pending,2026-01-25
RF001032,U004252,U007109,66.26,paid,2025-11-10
RF001033,U006789,U007253,144.25,paid,2026-02-14
RF001034,U006949,U004639,253.37,paid,2025-12-25
RF001035,U006944,U002447,282.86,paid,2025-11-24
RF001036,U004236,U006787,234.51,pending,2026-02-06
RF001037,U006952,U005212,149.56,paid,2025-10-17
RF001038,U005844,U005564,103.34,clawed_back,2026-08-27
RF001039,U001968,U005026,171.57,paid,2025-11-07
RF001040,U001800,U002856,253.46,pending,2026-06-01
RF001041,U002738,U006087,227.21,paid,2025-10-12
RF001042,U005582,U006616,183.99,paid,2025-12-17
RF001043,U003603,U007081,69.55,paid,2026-08-24
RF001044,U006617,U004633,176.68,paid,2026-08-18
RF001045,U004494,U006595,208.16,paid,2026-07-03
RF001046,U007010,U003138,165.45,paid,2026-03-18
RF001047,U006221,U005183,112.43,paid,2026-04-16
RF001048,U002970,U003637,172.88,paid,2026-02-23
RF001049,U006742,U006571,244.73,paid,2026-08-17
RF001050,U003895,U004973,75.02,paid,2026-03-02
RF001051,U003516,U006757,168.15,paid,2025-11-27
RF001052,U003905,U006113,212.85,clawed_back,2026-03-26
RF001053,U005943,U004259,192.47,paid,2026-06-05
RF001054,U004459,U002044,152.82,paid,2026-01-01
RF001055,U006089,U004975,93.18,paid,2026-06-09
RF001056,U005807,U006564,163.85,paid,2025-12-12
RF001057,U001536,U006720,295.92,paid,2026-05-02
RF001058,U002229,U003236,78.47,paid,2026-08-26
RF001059,U005588,U007155,238.19,paid,2026-03-13
RF001060,U003078,U003337,96.74,paid,2026-07-23
RF001061,U003254,U002550,86.86,pending,2026-05-21
RF001062,U005919,U004695,147.13,paid,2026-04-23
RF001063,U003537,U005159,219.32,paid,2026-01-03
RF001064,U005534,U003604,125.76,paid,2025-12-25
RF001065,U001616,U003212,229.86,clawed_back,2026-06-24
RF001066,U003257,U002493,235.81,paid,2025-10-15
RF001067,U005653,U004028,194.8,pending,2026-08-08
RF001068,U005204,U006508,245.97,paid,2025-11-27
RF001069,U006421,U004503,186.18,pending,2026-07-25
RF001070,U001972,U001516,68.86,paid,2026-05-01
RF001071,U001670,U002665,184.22,paid,2026-07-12
RF001072,U004494,U005972,254.89,paid,2026-06-21
RF001073,U004282,U003139,140.45,paid,2025-10-31
RF001074,U005785,U007204,104.06,paid,2026-01-14
RF001075,U004660,U006602,189.14,paid,2025-09-17
RF001076,U004558,U002383,68.08,paid,2026-07-10
RF001077,U001905,U005116,140.0,paid,2026-04-20
RF001078,U006596,U003802,57.75,paid,2025-12-13
RF001079,U005468,U004044,111.02,paid,2025-11-02
RF001080,U005424,U007434,218.3,paid,2025-09-08
RF001081,U001790,U003501,176.34,paid,2026-08-14
RF001082,U003928,U002414,169.75,clawed_back,2026-05-29
RF001083,U007042,U002167,231.89,paid,2026-08-06
RF001084,U001720,U005221,255.21,paid,2026-05-11
RF001085,U007017,U007228,137.85,paid,2025-09-30
RF001086,U004412,U002150,224.18,paid,2026-06-16
RF001087,U006628,U002949,211.29,pending,2026-03-24
RF001088,U004549,U006530,203.69,paid,2025-10-16
RF001089,U003136,U007398,206.46,pending,2025-12-13
RF001090,U001613,U005049,88.42,paid,2026-01-12
RF001091,U004735,U007126,240.14,paid,2026-06-13
RF001092,U005632,U002216,124.4,paid,2026-04-12
RF001093,U005998,U001797,141.46,paid,2026-01-18
RF001094,U006520,U004505,148.36,pending,2025-12-30
RF001095,U004272,U003093,52.92,paid,2026-02-13
RF001096,U002599,U003685,207.34,paid,2026-08-25
RF001097,U006108,U003082,183.46,paid,2025-12-27
RF001098,U004041,U004832,211.79,paid,2025-10-08
RF001099,U006480,U005784,242.68,pending,2025-10-10
RF001100,U006599,U002724,256.37,paid,2025-10-22
RF001101,U004336,U002585,97.02,paid,2026-06-09
RF001102,U001977,U001975,77.12,paid,2025-10-17
RF001103,U002809,U007499,195.59,paid,2026-04-25
RF001104,U001982,U001846,122.77,pending,2025-12-23
RF001105,U002626,U004794,138.39,paid,2026-03-18
RF001106,U001976,U003134,50.43,paid,2026-07-05
RF001107,U003303,U003750,207.66,paid,2026-06-12
RF001108,U005036,U006327,101.29,paid,2025-11-20
RF001109,U004567,U003527,264.29,pending,2025-09-29
RF001110,U005938,U004129,84.76,paid,2026-05-23
RF001111,U003860,U004983,152.48,paid,2025-12-20
RF001112,U002396,U006148,199.51,pending,2026-04-21
RF001113,U003042,U004759,150.59,paid,2026-07-08
RF001114,U006169,U005849,73.61,paid,2025-10-07
RF001115,U006777,U004337,252.97,paid,2025-10-19
RF001116,U005972,U003596,196.12,paid,2026-06-30
RF001117,U002300,U002094,209.37,pending,2026-07-21
RF001118,U004725,U007480,176.89,pending,2026-05-12
RF001119,U006348,U002175,240.61,paid,2026-04-16
RF001120,U002305,U002271,175.17,paid,2026-08-27
RF001121,U004759,U001567,183.93,paid,2026-08-04
RF001122,U002880,U005407,172.23,paid,2026-02-02
RF001123,U005296,U002517,266.75,paid,2025-10-30
RF001124,U002967,U003793,100.69,paid,2025-10-25
RF001125,U006330,U003893,260.32,paid,2025-10-11
RF001126,U005350,U002446,257.07,pending,2026-07-02
RF001127,U002982,U003305,128.39,paid,2025-11-14
RF001128,U003018,U001980,62.73,pending,2025-12-09
RF001129,U006379,U005202,246.89,clawed_back,2025-11-15
RF001130,U004680,U006792,50.94,paid,2025-11-19
RF001131,U001799,U003490,246.32,paid,2025-11-06
RF001132,U006143,U004628,84.86,paid,2025-12-22
RF001133,U004252,U003034,101.47,paid,2025-12-06
RF001134,U007444,U006386,184.51,paid,2026-03-22
RF001135,U002192,U004831,199.26,paid,2026-06-06
RF001136,U001646,U007431,175.2,paid,2025-12-15
RF001137,U005007,U002461,155.96,paid,2026-02-10
RF001138,U004248,U003016,260.51,paid,2026-02-28
RF001139,U005996,U004930,69.22,pending,2026-02-02
RF001140,U002925,U005126,228.11,paid,2025-12-17
RF001141,U003311,U007053,124.17,paid,2025-09-14
RF001142,U006189,U004999,226.61,paid,2026-03-10
RF001143,U004649,U007489,151.81,paid,2026-02-04
RF001144,U002348,U005184,147.96,paid,2026-05-08
RF001145,U003751,U005863,167.33,paid,2025-12-21
RF001146,U004002,U005363,255.17,paid,2026-03-29
RF001147,U005978,U003847,81.2,paid,2026-07-19
RF001148,U003736,U001849,211.69,paid,2025-09-10
RF001149,U001541,U005449,272.03,paid,2025-11-30
RF001150,U005352,U004635,259.62,paid,2026-03-07
RF001151,U003669,U002622,221.22,paid,2026-04-13
RF001152,U004834,U003275,218.59,paid,2025-11-09
RF001153,U004877,U002859,92.49,paid,2025-09-30
RF001154,U001867,U004764,80.27,paid,2026-07-06
RF001155,U004467,U007111,296.67,paid,2026-01-25
RF001156,U004253,U004500,146.12,paid,2025-10-14
RF001157,U004745,U002716,195.78,paid,2026-05-16
RF001158,U005274,U006926,116.85,paid,2026-02-22
RF001159,U005087,U006471,284.91,paid,2026-05-03
RF001160,U006423,U004902,231.42,paid,2026-03-24
RF001161,U001729,U004464,184.86,paid,2025-10-15
RF001162,U003998,U005949,245.23,pending,2026-03-01
RF001163,U007415,U004096,76.76,clawed_back,2026-04-02
RF001164,U005419,U003796,62.21,paid,2026-01-02
RF001165,U002323,U003816,228.36,paid,2025-10-05
RF001166,U005523,U007249,207.2,paid,2026-01-17
RF001167,U003056,U006672,210.68,pending,2026-02-26
RF001168,U003644,U005426,217.83,pending,2026-03-13
RF001169,U003391,U001612,97.78,paid,2026-05-21
RF001170,U001673,U003652,201.8,paid,2026-02-27
RF001171,U003631,U001636,66.6,paid,2026-02-27
RF001172,U004149,U007356,129.76,paid,2026-03-22
RF001173,U002981,U006573,149.09,paid,2025-11-24
RF001174,U006604,U005409,155.46,paid,2026-02-27
RF001175,U001791,U005334,137.2,paid,2026-04-17
RF001176,U003356,U005206,61.58,paid,2025-10-02
RF001177,U006814,U003150,100.77,paid,2026-04-16
RF001178,U004356,U006577,115.33,paid,2026-08-20
RF001179,U004603,U005683,260.47,paid,2026-07-24
RF001180,U006739,U006280,50.53,paid,2026-01-22
RF001181,U006051,U004531,198.85,paid,2025-11-09
RF001182,U005786,U005889,81.91,paid,2025-10-20
RF001183,U007351,U003156,256.71,pending,2026-04-19
RF001184,U004145,U002651,71.92,paid,2025-11-04
RF001185,U007341,U003158,129.07,paid,2026-04-27
RF001186,U006230,U001876,228.9,clawed_back,2026-08-04
RF001187,U001685,U002157,269.15,paid,2025-10-17
RF001188,U003872,U001917,209.87,paid,2026-01-10
RF001189,U006933,U006816,84.03,paid,2025-12-28
RF001190,U006077,U005484,288.41,paid,2026-02-22
RF001191,U006820,U003488,126.42,clawed_back,2026-04-27
RF001192,U005096,U005545,88.53,paid,2026-02-06
RF001193,U004619,U006483,244.66,pending,2026-04-05
RF001194,U006354,U003307,175.69,paid,2026-01-27
RF001195,U006122,U006129,209.09,pending,2026-05-01
RF001196,U006617,U002116,289.2,pending,2026-08-07
RF001197,U005426,U003477,214.99,paid,2026-03-19
RF001198,U003101,U006920,247.94,pending,2025-12-25
RF001199,U006921,U002051,90.28,pending,2026-01-31
RF001200,U002350,U005246,172.58,paid,2026-07-06
RF001201,U006780,U001540,59.39,paid,2026-04-03
RF001202,U003285,U006679,135.89,paid,2026-08-23
RF001203,U006677,U005448,72.34,paid,2025-12-08
RF001204,U007446,U004808,155.58,paid,2026-01-29
RF001205,U005756,U003912,224.06,paid,2026-08-23
RF001206,U005713,U004984,127.54,paid,2025-09-22
RF001207,U005103,U003722,88.39,paid,2026-05-24
RF001208,U003131,U002804,72.02,paid,2026-06-13
RF001209,U003972,U001708,178.55,paid,2026-03-10
RF001210,U006700,U003032,135.99,pending,2026-07-21
RF001211,U007203,U007215,156.95,paid,2026-01-24
RF001212,U002755,U002137,160.4,paid,2025-12-24
RF001213,U004818,U004805,53.8,paid,2026-06-15
RF001214,U004125,U002126,289.72,paid,2026-01-16
RF001215,U004270,U001709,83.19,paid,2026-04-14
RF001216,U005774,U001857,290.2,paid,2026-03-14
RF001217,U004763,U006621,272.4,paid,2026-08-17
RF001218,U004456,U002163,155.23,paid,2026-01-26
RF001219,U006972,U004658,232.6,paid,2026-06-15
RF001220,U006854,U004644,81.73,paid,2025-10-12
RF001221,U005577,U003507,264.83,paid,2026-06-18
RF001222,U006148,U002659,64.84,paid,2026-05-15
RF001223,U001512,U005110,53.2,paid,2026-01-23
RF001224,U002387,U002381,131.19,paid,2026-03-16
RF001225,U002035,U005998,231.71,paid,2025-12-18
RF001226,U003434,U005606,221.23,paid,2026-07-18
RF001227,U002400,U003572,194.61,paid,2026-01-07
RF001228,U003842,U003097,275.11,paid,2026-06-12
RF001229,U005733,U003559,92.65,paid,2026-07-23
RF001230,U007066,U006412,291.97,pending,2025-10-18
RF001231,U007486,U006466,171.52,paid,2026-06-18
RF001232,U006143,U003618,51.02,paid,2025-12-19
RF001233,U005488,U006191,107.73,paid,2026-07-03
RF001234,U001824,U003226,84.45,paid,2026-08-15
RF001235,U003658,U004509,134.0,paid,2026-05-19
RF001236,U003463,U003747,121.15,paid,2026-01-22
RF001237,U002844,U004767,203.89,paid,2026-02-13
RF001238,U002510,U005355,256.07,pending,2026-05-17
RF001239,U003702,U003524,274.02,paid,2026-05-12
RF001240,U006543,U003252,117.11,paid,2026-06-23
RF001241,U002910,U004328,102.3,paid,2025-10-06
RF001242,U002412,U004717,169.16,clawed_back,2025-12-04
RF001243,U007358,U006082,286.14,pending,2026-07-08
RF001244,U004180,U004156,131.19,clawed_back,2026-08-03
RF001245,U003097,U005129,133.96,paid,2026-06-24
RF001246,U002174,U006698,160.43,clawed_back,2026-06-29
RF001247,U007241,U001815,282.4,paid,2026-07-19
RF001248,U006476,U002129,206.7,paid,2025-11-18
RF001249,U007417,U006437,211.08,paid,2026-07-25
RF001250,U004686,U002743,60.67,paid,2026-08-03
RF001251,U001976,U002248,256.55,pending,2026-06-29
RF001252,U005806,U003690,107.08,paid,2025-11-12
RF001253,U006590,U007267,130.5,paid,2026-04-14
RF001254,U001880,U005936,167.77,pending,2026-03-06
RF001255,U004873,U006357,208.63,paid,2026-08-19
RF001256,U002869,U003104,57.15,paid,2026-03-08
RF001257,U006193,U003371,213.6,clawed_back,2026-06-26
